UDI,Product ID,Type,air_temp,process_temp,rotation_speed,torque,tool_wear,failure,TWF,HDF,PWF,OSF,RNF,machine_id,timestamp,air_temp_lag_1,process_temp_lag_1,rotation_speed_lag_1,torque_lag_1,tool_wear_lag_1,air_temp_lag_2,process_temp_lag_2,rotation_speed_lag_2,torque_lag_2,tool_wear_lag_2,air_temp_roll_mean_3,rotation_speed_roll_std_3
912,M15771,M,295.6,306.1,1490,42.7,171,0,0,0,0,0,0,M01,2025-02-07 23:00:00,295.5,306.0,1546.0,35.9,169.0,295.5,306.0,1456.0,39.2,167.0,295.53333333333336,45.44593857907739
913,L48092,L,295.6,306.0,1569,40.4,174,0,0,0,0,0,0,M01,2025-02-08 00:00:00,295.6,306.1,1490.0,42.7,171.0,295.5,306.0,1546.0,35.9,169.0,295.56666666666666,40.6324993078194
914,L48093,L,295.5,306.0,1621,29.5,176,0,0,0,0,0,0,M01,2025-02-08 01:00:00,295.6,306.0,1569.0,40.4,174.0,295.6,306.1,1490.0,42.7,171.0,295.56666666666666,65.9621103361615
915,M15774,M,295.4,305.9,1518,40.6,178,0,0,0,0,0,0,M01,2025-02-08 02:00:00,295.5,306.0,1621.0,29.5,176.0,295.6,306.0,1569.0,40.4,174.0,295.5,51.50080905513305
916,M15775,M,295.4,305.8,1526,38.2,181,0,0,0,0,0,0,M01,2025-02-08 03:00:00,295.4,305.9,1518.0,40.6,178.0,295.5,306.0,1621.0,29.5,176.0,295.43333333333334,57.29746940310663
917,M15776,M,295.3,305.8,1589,36.2,184,0,0,0,0,0,0,M01,2025-02-08 04:00:00,295.4,305.8,1526.0,38.2,181.0,295.4,305.9,1518.0,40.6,178.0,295.3666666666667,38.88873015840549
918,L48097,L,295.3,305.7,1475,51.0,187,0,0,0,0,0,0,M01,2025-02-08 05:00:00,295.3,305.8,1589.0,36.2,184.0,295.4,305.8,1526.0,38.2,181.0,295.3333333333333,57.10516614107645
919,M15778,M,295.3,305.7,1473,38.5,189,0,0,0,0,0,0,M01,2025-02-08 06:00:00,295.3,305.7,1475.0,51.0,187.0,295.3,305.8,1589.0,36.2,184.0,295.3,66.40281118547072
920,L48099,L,295.4,305.8,1407,50.7,192,0,0,0,0,0,0,M01,2025-02-08 07:00:00,295.3,305.7,1473.0,38.5,189.0,295.3,305.7,1475.0,51.0,187.0,295.3333333333333,38.69539162914977
921,M15780,M,295.5,305.9,1518,44.1,194,0,0,0,0,0,0,M01,2025-02-08 08:00:00,295.4,305.8,1407.0,50.7,192.0,295.3,305.7,1473.0,38.5,189.0,295.40000000000003,55.83009940883091
922,H30335,H,295.5,305.9,1593,37.2,197,0,0,0,0,0,0,M01,2025-02-08 09:00:00,295.5,305.9,1518.0,44.1,194.0,295.4,305.8,1407.0,50.7,192.0,295.46666666666664,93.57884376289302
923,M15782,M,295.5,305.9,1380,52.4,202,0,0,0,0,0,0,M01,2025-02-08 10:00:00,295.5,305.9,1593.0,37.2,197.0,295.5,305.9,1518.0,44.1,194.0,295.5,108.04165863221436
924,M15783,M,295.5,306.0,1423,45.3,205,0,0,0,0,0,0,M01,2025-02-08 11:00:00,295.5,305.9,1380.0,52.4,202.0,295.5,305.9,1593.0,37.2,197.0,295.5,112.63362434607737
925,L48104,L,295.5,306.0,1800,27.6,208,0,0,0,0,0,0,M01,2025-02-08 12:00:00,295.5,306.0,1423.0,45.3,205.0,295.5,305.9,1380.0,52.4,202.0,295.5,231.07646642038927
926,H30339,H,295.6,306.1,1623,30.9,210,0,0,0,0,0,0,M01,2025-02-08 13:00:00,295.5,306.0,1800.0,27.6,208.0,295.5,306.0,1423.0,45.3,205.0,295.53333333333336,188.6168956730369
927,L48106,L,295.6,306.1,1372,55.6,215,1,0,0,0,1,0,M01,2025-02-08 14:00:00,295.6,306.1,1623.0,30.9,210.0,295.5,306.0,1800.0,27.6,208.0,295.56666666666666,215.0635564974533
928,H30341,H,295.6,306.0,1396,52.4,0,0,0,0,0,0,0,M01,2025-02-08 15:00:00,295.6,306.1,1372.0,55.6,215.0,295.6,306.1,1623.0,30.9,210.0,295.6,138.50752085476546
929,L48108,L,295.6,306.0,1949,21.9,5,0,0,0,0,0,0,M01,2025-02-08 16:00:00,295.6,306.0,1396.0,52.4,0.0,295.6,306.1,1372.0,55.6,215.0,295.6,326.4235489870994
930,L48109,L,295.6,306.0,1419,51.1,7,0,0,0,0,0,0,M01,2025-02-08 17:00:00,295.6,306.0,1949.0,21.9,5.0,295.6,306.0,1396.0,52.4,0.0,295.6,312.84660778087397
931,M15790,M,295.5,305.9,1453,47.3,9,0,0,0,0,0,0,M01,2025-02-08 18:00:00,295.6,306.0,1419.0,51.1,7.0,295.6,306.0,1949.0,21.9,5.0,295.56666666666666,296.66816479022486
932,L48111,L,295.5,305.9,1542,36.2,12,0,0,0,0,0,0,M01,2025-02-08 19:00:00,295.5,305.9,1453.0,47.3,9.0,295.6,306.0,1419.0,51.1,7.0,295.53333333333336,63.516402081142296
933,L48112,L,295.6,306.0,1363,50.0,14,0,0,0,0,0,0,M01,2025-02-08 20:00:00,295.5,305.9,1542.0,36.2,12.0,295.5,305.9,1453.0,47.3,9.0,295.53333333333336,89.50046554813748
934,L48113,L,295.5,306.0,1597,37.2,16,0,0,0,0,0,0,M01,2025-02-08 21:00:00,295.6,306.0,1363.0,50.0,14.0,295.5,305.9,1542.0,36.2,12.0,295.53333333333336,122.35331353638666
935,M15794,M,295.5,306.0,1326,50.8,18,0,0,0,0,0,0,M01,2025-02-08 22:00:00,295.5,306.0,1597.0,37.2,16.0,295.6,306.0,1363.0,50.0,14.0,295.53333333333336,146.95010491093007
936,M15795,M,295.5,306.0,1641,36.6,21,0,0,0,0,0,0,M01,2025-02-08 23:00:00,295.5,306.0,1326.0,50.8,18.0,295.5,306.0,1597.0,37.2,16.0,295.5,170.58819810682493
937,M15796,M,295.6,306.1,1418,46.2,24,0,0,0,0,0,0,M01,2025-02-09 00:00:00,295.5,306.0,1641.0,36.6,21.0,295.5,306.0,1326.0,50.8,18.0,295.53333333333336,161.9763357201704
938,L48117,L,295.6,306.2,1263,61.8,27,0,0,0,0,0,0,M01,2025-02-09 01:00:00,295.6,306.1,1418.0,46.2,24.0,295.5,306.0,1641.0,36.6,21.0,295.56666666666666,190.01666593573668
939,L48118,L,295.6,306.2,1823,25.8,29,0,0,0,0,0,0,M01,2025-02-09 02:00:00,295.6,306.2,1263.0,61.8,27.0,295.6,306.1,1418.0,46.2,24.0,295.6,289.15105625491566
940,L48119,L,295.5,306.1,1488,40.7,31,0,0,0,0,0,0,M01,2025-02-09 03:00:00,295.6,306.2,1823.0,25.8,29.0,295.6,306.2,1263.0,61.8,27.0,295.56666666666666,281.7948426308285
941,L48120,L,295.6,306.2,1443,48.9,33,0,0,0,0,0,0,M01,2025-02-09 04:00:00,295.5,306.1,1488.0,40.7,31.0,295.6,306.2,1823.0,25.8,29.0,295.56666666666666,207.6254640773462
942,L48121,L,295.6,306.2,1650,28.2,35,0,0,0,0,0,0,M01,2025-02-09 05:00:00,295.6,306.2,1443.0,48.9,33.0,295.5,306.1,1488.0,40.7,31.0,295.56666666666666,108.8714838697446
943,M15802,M,295.7,306.3,1462,44.3,37,0,0,0,0,0,0,M01,2025-02-09 06:00:00,295.6,306.2,1650.0,28.2,35.0,295.6,306.2,1443.0,48.9,33.0,295.6333333333334,114.42173453209573
944,M15803,M,295.6,306.2,1477,45.0,40,0,0,0,0,0,0,M01,2025-02-09 07:00:00,295.7,306.3,1462.0,44.3,37.0,295.6,306.2,1650.0,28.2,35.0,295.6333333333334,104.4812582874718
945,M15804,M,295.7,306.3,1712,28.5,43,0,0,0,0,0,0,M01,2025-02-09 08:00:00,295.6,306.2,1477.0,45.0,40.0,295.7,306.3,1462.0,44.3,37.0,295.6666666666667,140.2081785536543
946,M15805,M,295.7,306.3,1347,50.4,46,0,0,0,0,0,0,M01,2025-02-09 09:00:00,295.7,306.3,1712.0,28.5,43.0,295.6,306.2,1477.0,45.0,40.0,295.6666666666667,185.00000000000023
947,L48126,L,295.6,306.2,1287,54.8,49,0,0,0,0,0,0,M01,2025-02-09 10:00:00,295.7,306.3,1347.0,50.4,46.0,295.7,306.3,1712.0,28.5,43.0,295.6666666666667,230.0181152286346
948,L48127,L,295.6,306.2,1428,44.5,51,0,0,0,0,0,0,M01,2025-02-09 11:00:00,295.6,306.2,1287.0,54.8,49.0,295.7,306.3,1347.0,50.4,46.0,295.6333333333334,70.76015828133868
949,M15808,M,295.6,306.3,1426,45.5,53,0,0,0,0,0,0,M01,2025-02-09 12:00:00,295.6,306.2,1428.0,44.5,51.0,295.6,306.2,1287.0,54.8,49.0,295.6,80.83522334560249
950,L48129,L,295.6,306.3,1636,32.7,56,0,0,0,0,0,0,M01,2025-02-09 13:00:00,295.6,306.3,1426.0,45.5,53.0,295.6,306.2,1428.0,44.5,51.0,295.6,120.67034985170729
951,L48130,L,295.6,306.2,1424,42.5,58,0,0,0,0,0,0,M01,2025-02-09 14:00:00,295.6,306.3,1636.0,32.7,56.0,295.6,306.3,1426.0,45.5,53.0,295.6,121.82501111567126
952,H30365,H,295.6,306.3,1509,35.8,60,0,0,0,0,0,0,M01,2025-02-09 15:00:00,295.6,306.2,1424.0,42.5,58.0,295.6,306.3,1636.0,32.7,56.0,295.6,106.69114302508947
953,L48132,L,295.5,306.2,1448,48.9,65,0,0,0,0,0,0,M01,2025-02-09 16:00:00,295.6,306.3,1509.0,35.8,60.0,295.6,306.2,1424.0,42.5,58.0,295.56666666666666,43.821608064212235
954,L48133,L,295.5,306.1,1650,32.8,67,0,0,0,0,0,0,M01,2025-02-09 17:00:00,295.5,306.2,1448.0,48.9,65.0,295.6,306.3,1509.0,35.8,60.0,295.53333333333336,103.60662784461923
955,H30368,H,295.6,306.2,1414,42.5,69,0,0,0,0,0,0,M01,2025-02-09 18:00:00,295.5,306.1,1650.0,32.8,67.0,295.5,306.2,1448.0,48.9,65.0,295.5333333333333,127.57742747053685
956,L48135,L,295.6,306.3,1911,20.9,74,0,0,0,0,0,0,M01,2025-02-09 19:00:00,295.6,306.2,1414.0,42.5,69.0,295.5,306.1,1650.0,32.8,67.0,295.56666666666666,248.60477335186758
957,H30370,H,295.6,306.2,1632,32.2,76,0,0,0,0,0,0,M01,2025-02-09 20:00:00,295.6,306.3,1911.0,20.9,74.0,295.6,306.2,1414.0,42.5,69.0,295.6,249.12312886067693
958,M15817,M,295.7,306.4,1387,40.1,81,0,0,0,0,0,0,M01,2025-02-09 21:00:00,295.6,306.2,1632.0,32.2,76.0,295.6,306.3,1911.0,20.9,74.0,295.6333333333334,262.1837777844645
959,L48138,L,295.8,306.4,1399,47.6,84,0,0,0,0,0,0,M01,2025-02-09 22:00:00,295.7,306.4,1387.0,40.1,81.0,295.6,306.2,1632.0,32.2,76.0,295.7,138.11710007574527
960,L48139,L,295.8,306.5,1505,35.2,86,0,0,0,0,0,0,M01,2025-02-09 23:00:00,295.8,306.4,1399.0,47.6,84.0,295.7,306.4,1387.0,40.1,81.0,295.7666666666667,64.94099886307141
961,L48140,L,295.8,306.5,1534,37.9,88,0,0,0,0,0,0,M01,2025-02-10 00:00:00,295.8,306.5,1505.0,35.2,86.0,295.8,306.4,1399.0,47.6,84.0,295.8,71.06569730420892
962,L48141,L,295.8,306.5,1493,40.5,90,0,0,0,0,0,0,M01,2025-02-10 01:00:00,295.8,306.5,1534.0,37.9,88.0,295.8,306.5,1505.0,35.2,86.0,295.8,21.07921567168604
963,M15822,M,295.8,306.6,1480,43.2,92,0,0,0,0,0,0,M01,2025-02-10 02:00:00,295.8,306.5,1493.0,40.5,90.0,295.8,306.5,1534.0,37.9,88.0,295.8,28.183919765239413
964,L48143,L,295.8,306.6,1621,31.6,95,0,0,0,0,0,0,M01,2025-02-10 03:00:00,295.8,306.6,1480.0,43.2,92.0,295.8,306.5,1493.0,40.5,90.0,295.8,77.92517778826979
965,L48144,L,295.7,306.5,1737,26.2,97,0,0,0,0,0,0,M01,2025-02-10 04:00:00,295.8,306.6,1621.0,31.6,95.0,295.8,306.6,1480.0,43.2,92.0,295.76666666666665,128.7024993282316
966,L48145,L,295.8,306.6,1508,46.5,99,0,0,0,0,0,0,M01,2025-02-10 05:00:00,295.7,306.5,1737.0,26.2,97.0,295.8,306.6,1621.0,31.6,95.0,295.7666666666667,114.50327506233222
967,M15826,M,295.8,306.5,1641,32.2,101,0,0,0,0,0,0,M01,2025-02-10 06:00:00,295.8,306.6,1508.0,46.5,99.0,295.7,306.5,1737.0,26.2,97.0,295.76666666666665,114.99710141274623
968,M15827,M,295.9,306.6,1532,38.6,104,0,0,0,0,0,0,M01,2025-02-10 07:00:00,295.8,306.5,1641.0,32.2,101.0,295.8,306.6,1508.0,46.5,99.0,295.8333333333333,70.88253193371021
969,L48148,L,295.9,306.7,1547,40.9,107,0,0,0,0,0,0,M01,2025-02-10 08:00:00,295.9,306.6,1532.0,38.6,104.0,295.8,306.5,1641.0,32.2,101.0,295.8666666666666,59.07904309764547
970,L48149,L,295.9,306.6,1412,41.0,109,0,0,0,0,0,0,M01,2025-02-10 09:00:00,295.9,306.7,1547.0,40.9,107.0,295.9,306.6,1532.0,38.6,104.0,295.9,73.99324293474447
971,L48150,L,295.8,306.5,1568,35.1,111,0,0,0,0,0,0,M01,2025-02-10 10:00:00,295.9,306.6,1412.0,41.0,109.0,295.9,306.7,1547.0,40.9,107.0,295.8666666666666,84.65813605318813
972,L48151,L,295.9,306.6,1557,41.1,113,0,0,0,0,0,0,M01,2025-02-10 11:00:00,295.8,306.5,1568.0,35.1,111.0,295.9,306.6,1412.0,41.0,109.0,295.8666666666667,87.06510973595249
973,L48152,L,295.8,306.6,1644,35.2,115,0,0,0,0,0,0,M01,2025-02-10 12:00:00,295.9,306.6,1557.0,41.1,113.0,295.8,306.5,1568.0,35.1,111.0,295.8333333333333,47.37439533475283
974,L48153,L,295.9,306.6,1679,30.4,117,0,0,0,0,0,0,M01,2025-02-10 13:00:00,295.8,306.6,1644.0,35.2,115.0,295.9,306.6,1557.0,41.1,113.0,295.8666666666666,62.819848243476734
975,L48154,L,296.0,306.6,1511,35.2,119,0,0,0,0,0,0,M01,2025-02-10 14:00:00,295.9,306.6,1679.0,30.4,117.0,295.8,306.6,1644.0,35.2,115.0,295.90000000000003,88.6359595950393
976,M15835,M,296.0,306.6,1628,36.8,121,0,0,0,0,0,0,M01,2025-02-10 15:00:00,296.0,306.6,1511.0,35.2,119.0,295.9,306.6,1679.0,30.4,117.0,295.9666666666667,86.13361713059601
977,M15836,M,296.0,306.6,1392,51.3,124,0,0,0,0,0,0,M01,2025-02-10 16:00:00,296.0,306.6,1628.0,36.8,121.0,296.0,306.6,1511.0,35.2,119.0,296.0,118.00141242092583
978,L48157,L,296.0,306.7,1917,21.0,127,0,0,0,0,0,0,M01,2025-02-10 17:00:00,296.0,306.6,1392.0,51.3,124.0,296.0,306.6,1628.0,36.8,121.0,296.0,262.9454949858115
979,M15838,M,296.2,306.8,1526,42.3,129,0,0,0,0,0,0,M01,2025-02-10 18:00:00,296.0,306.7,1917.0,21.0,127.0,296.0,306.6,1392.0,51.3,124.0,296.06666666666666,272.78257520108104
980,L48159,L,296.2,306.8,1389,53.3,132,0,0,0,0,0,0,M01,2025-02-10 19:00:00,296.2,306.8,1526.0,42.3,129.0,296.0,306.7,1917.0,21.0,127.0,296.1333333333334,273.9933089207352
981,L48160,L,296.1,306.7,1409,42.8,134,0,0,0,0,0,0,M01,2025-02-10 20:00:00,296.2,306.8,1389.0,53.3,132.0,296.2,306.8,1526.0,42.3,129.0,296.1666666666667,74.00225221797947
982,L48161,L,296.2,306.8,1655,31.1,136,0,0,0,0,0,0,M01,2025-02-10 21:00:00,296.1,306.7,1409.0,42.8,134.0,296.2,306.8,1389.0,53.3,132.0,296.1666666666667,148.13957382594785
983,L48162,L,296.2,306.9,1516,39.1,138,0,0,0,0,0,0,M01,2025-02-10 22:00:00,296.2,306.8,1655.0,31.1,136.0,296.1,306.7,1409.0,42.8,134.0,296.1666666666667,123.34639570467172
984,L48163,L,296.2,306.9,1526,34.9,140,0,0,0,0,0,0,M01,2025-02-10 23:00:00,296.2,306.9,1516.0,39.1,138.0,296.2,306.8,1655.0,31.1,136.0,296.2,77.52633961005417
985,L48164,L,296.3,307.1,1419,48.6,142,0,0,0,0,0,0,M01,2025-02-11 00:00:00,296.2,306.9,1526.0,34.9,140.0,296.2,306.9,1516.0,39.1,138.0,296.23333333333335,59.101607423149886
986,L48165,L,296.4,307.2,1748,25.3,144,0,0,0,0,0,0,M01,2025-02-11 01:00:00,296.3,307.1,1419.0,48.6,142.0,296.2,306.9,1526.0,34.9,140.0,296.29999999999995,167.81636789459324
987,H30400,H,296.4,307.1,1638,32.5,146,0,0,0,0,0,0,M01,2025-02-11 02:00:00,296.4,307.2,1748.0,25.3,144.0,296.3,307.1,1419.0,48.6,142.0,296.3666666666666,167.48233737720963
988,M15847,M,296.3,307.1,1534,33.8,151,0,0,0,0,0,0,M01,2025-02-11 03:00:00,296.4,307.1,1638.0,32.5,146.0,296.4,307.2,1748.0,25.3,144.0,296.3666666666667,107.01401777337455
989,H30402,H,296.3,307.1,1774,25.9,154,0,0,0,0,0,0,M01,2025-02-11 04:00:00,296.3,307.1,1534.0,33.8,151.0,296.4,307.1,1638.0,32.5,146.0,296.3333333333333,120.35503036156591
990,M15849,M,296.2,307.0,2119,18.3,159,0,0,0,0,0,0,M01,2025-02-11 05:00:00,296.3,307.1,1774.0,25.9,154.0,296.3,307.1,1534.0,33.8,151.0,296.26666666666665,294.06631905065245
991,L48170,L,296.2,307.0,1414,48.3,162,0,0,0,0,0,0,M01,2025-02-11 06:00:00,296.2,307.0,2119.0,18.3,159.0,296.3,307.1,1774.0,25.9,154.0,296.23333333333335,352.52659474144656
992,M15851,M,296.1,307.0,1523,42.0,164,0,0,0,0,0,0,M01,2025-02-11 07:00:00,296.2,307.0,1414.0,48.3,162.0,296.2,307.0,2119.0,18.3,159.0,296.1666666666667,379.5001097935723
993,L48172,L,296.1,307.1,1651,35.7,167,0,0,0,0,0,0,M01,2025-02-11 08:00:00,296.1,307.0,1523.0,42.0,164.0,296.2,307.0,1414.0,48.3,162.0,296.1333333333334,118.6268659846217
994,M15853,M,296.1,307.1,1485,36.0,169,0,0,0,0,0,0,M01,2025-02-11 09:00:00,296.1,307.1,1651.0,35.7,167.0,296.1,307.0,1523.0,42.0,164.0,296.1,86.971259620636
995,M15854,M,296.2,307.2,1168,63.4,172,0,0,0,0,0,0,M01,2025-02-11 10:00:00,296.1,307.1,1485.0,36.0,169.0,296.1,307.1,1651.0,35.7,167.0,296.1333333333334,245.40239064306897
996,L48175,L,296.3,307.3,1566,35.8,175,0,0,0,0,0,0,M01,2025-02-11 11:00:00,296.2,307.2,1168.0,63.4,172.0,296.1,307.1,1485.0,36.0,169.0,296.2,210.33861588717713
997,M15856,M,296.3,307.2,1286,51.1,177,0,0,0,0,0,0,M01,2025-02-11 12:00:00,296.3,307.3,1566.0,35.8,175.0,296.2,307.2,1168.0,63.4,172.0,296.2666666666667,204.42113393678284
998,M15857,M,296.3,307.2,1446,45.9,180,0,0,0,0,0,0,M01,2025-02-11 13:00:00,296.3,307.2,1286.0,51.1,177.0,296.3,307.3,1566.0,35.8,175.0,296.3,140.47538337137024
999,M15858,M,296.4,307.2,2071,19.4,183,0,0,0,0,0,0,M01,2025-02-11 14:00:00,296.3,307.2,1446.0,45.9,180.0,296.3,307.2,1286.0,51.1,177.0,296.3333333333333,414.8192377409709
1000,L48179,L,296.3,307.1,1560,33.2,186,0,0,0,0,0,0,M01,2025-02-11 15:00:00,296.4,307.2,2071.0,19.4,183.0,296.3,307.2,1446.0,45.9,180.0,296.3333333333333,332.85181888241715
1001,L48180,L,296.3,307.1,1654,29.6,188,0,0,0,0,0,0,M01,2025-02-11 16:00:00,296.3,307.1,1560.0,33.2,186.0,296.4,307.2,2071.0,19.4,183.0,296.3333333333333,271.98222981167993
1002,L48181,L,296.3,307.1,1662,32.9,190,0,0,0,0,0,0,M01,2025-02-11 17:00:00,296.3,307.1,1654.0,29.6,188.0,296.3,307.1,1560.0,33.2,186.0,296.3,56.7215420570834
1003,L48182,L,296.3,307.2,1646,35.0,192,0,0,0,0,0,0,M01,2025-02-11 18:00:00,296.3,307.1,1662.0,32.9,190.0,296.3,307.1,1654.0,29.6,188.0,296.3,8.000000000009464
1004,L48183,L,296.2,307.1,1444,46.7,194,0,0,0,0,0,0,M01,2025-02-11 19:00:00,296.3,307.2,1646.0,35.0,192.0,296.3,307.1,1662.0,32.9,190.0,296.2666666666667,121.50720143267291
1005,H30418,H,296.3,307.2,1424,42.0,196,0,0,0,0,0,0,M01,2025-02-11 20:00:00,296.2,307.1,1444.0,46.7,194.0,296.3,307.2,1646.0,35.0,192.0,296.26666666666665,122.80608019692465
1006,L48185,L,296.2,307.2,1382,52.0,201,0,0,0,0,0,0,M01,2025-02-11 21:00:00,296.3,307.2,1424.0,42.0,196.0,296.2,307.1,1444.0,46.7,194.0,296.23333333333335,31.643851430151468
1007,L48186,L,296.2,307.1,1413,53.4,203,0,0,0,0,0,0,M01,2025-02-11 22:00:00,296.2,307.2,1382.0,52.0,201.0,296.3,307.2,1424.0,42.0,196.0,296.23333333333335,21.779194965230026
1008,M15867,M,296.2,307.2,1633,31.1,0,0,0,0,0,0,0,M01,2025-02-11 23:00:00,296.2,307.1,1413.0,53.4,203.0,296.2,307.2,1382.0,52.0,201.0,296.2,136.8466294798676
1009,L48188,L,296.2,307.1,1441,41.7,3,0,0,0,0,0,0,M01,2025-02-12 00:00:00,296.2,307.2,1633.0,31.1,0.0,296.2,307.1,1413.0,53.4,203.0,296.2,119.75530607590423
1010,M15869,M,296.2,307.2,1385,44.0,5,0,0,0,0,0,0,M01,2025-02-12 01:00:00,296.2,307.1,1441.0,41.7,3.0,296.2,307.2,1633.0,31.1,0.0,296.2,130.06664958141073
1011,M15870,M,296.2,307.2,1552,34.8,8,0,0,0,0,0,0,M01,2025-02-12 02:00:00,296.2,307.2,1385.0,44.0,5.0,296.2,307.1,1441.0,41.7,3.0,296.2,84.99607834090635
1012,M15871,M,296.2,307.3,1451,42.8,11,0,0,0,0,0,0,M01,2025-02-12 03:00:00,296.2,307.2,1552.0,34.8,8.0,296.2,307.2,1385.0,44.0,5.0,296.2,84.10905619095658
1013,M15872,M,296.1,307.1,1433,38.5,14,0,0,0,0,0,0,M01,2025-02-12 04:00:00,296.2,307.3,1451.0,42.8,11.0,296.2,307.2,1552.0,34.8,8.0,296.1666666666667,64.14306925407834
1014,M15873,M,296.1,307.2,1619,29.7,17,0,0,0,0,0,0,M01,2025-02-12 05:00:00,296.1,307.1,1433.0,38.5,14.0,296.2,307.3,1451.0,42.8,11.0,296.1333333333333,102.58654882585806
1015,L48194,L,296.2,307.2,1445,41.8,20,0,0,0,0,0,0,M01,2025-02-12 06:00:00,296.1,307.2,1619.0,29.7,17.0,296.1,307.1,1433.0,38.5,14.0,296.1333333333334,104.0961094373856
1016,L48195,L,296.2,307.2,1356,43.6,22,0,0,0,0,0,0,M01,2025-02-12 07:00:00,296.2,307.2,1445.0,41.8,20.0,296.1,307.2,1619.0,29.7,17.0,296.1666666666667,133.76970259865828
1017,M15876,M,296.3,307.2,1319,68.3,24,1,0,0,1,0,0,M01,2025-02-12 08:00:00,296.2,307.2,1356.0,43.6,22.0,296.2,307.2,1445.0,41.8,20.0,296.23333333333335,64.76367294505059
1018,L48197,L,296.3,307.2,1637,31.6,27,0,0,0,0,0,0,M01,2025-02-12 09:00:00,296.3,307.2,1319.0,68.3,24.0,296.2,307.2,1356.0,43.6,22.0,296.26666666666665,173.90322979557763
1019,L48198,L,296.3,307.2,1291,58.6,29,0,0,0,0,0,0,M01,2025-02-12 10:00:00,296.3,307.2,1637.0,31.6,27.0,296.3,307.2,1319.0,68.3,24.0,296.3,192.19087734159885
1020,L48199,L,296.3,307.3,1398,52.7,31,0,0,0,0,0,0,M01,2025-02-12 11:00:00,296.3,307.2,1291.0,58.6,29.0,296.3,307.2,1637.0,31.6,27.0,296.3,177.14683175264568
1021,L48200,L,296.3,307.3,1372,57.7,33,0,0,0,0,0,0,M01,2025-02-12 12:00:00,296.3,307.3,1398.0,52.7,31.0,296.3,307.2,1291.0,58.6,29.0,296.3,55.80621231846405
1022,M15881,M,296.3,307.2,1454,42.5,35,0,0,0,0,0,0,M01,2025-02-12 13:00:00,296.3,307.3,1372.0,57.7,33.0,296.3,307.3,1398.0,52.7,31.0,296.3,41.90465367951574
1023,L48202,L,296.2,307.2,1515,36.5,38,0,0,0,0,0,0,M01,2025-02-12 14:00:00,296.3,307.2,1454.0,42.5,35.0,296.3,307.3,1372.0,57.7,33.0,296.26666666666665,71.75653280364202
1024,L48203,L,296.2,307.3,1881,24.3,40,0,0,0,0,0,0,M01,2025-02-12 15:00:00,296.2,307.2,1515.0,36.5,38.0,296.3,307.2,1454.0,42.5,35.0,296.23333333333335,230.94227272921142
1025,L48204,L,296.2,307.3,1711,29.9,42,0,0,0,0,0,0,M01,2025-02-12 16:00:00,296.2,307.3,1881.0,24.3,40.0,296.2,307.2,1515.0,36.5,38.0,296.2,183.15385153835413
1026,L48205,L,296.2,307.3,1475,37.0,44,0,0,0,0,0,0,M01,2025-02-12 17:00:00,296.2,307.3,1711.0,29.9,42.0,296.2,307.3,1881.0,24.3,40.0,296.2,203.89212834241576
1027,L48206,L,296.4,307.4,1512,36.8,46,0,0,0,0,0,0,M01,2025-02-12 18:00:00,296.2,307.3,1475.0,37.0,44.0,296.2,307.3,1711.0,29.9,42.0,296.26666666666665,126.92911407553487
1028,M15887,M,296.3,307.4,1335,50.5,48,0,0,0,0,0,0,M01,2025-02-12 19:00:00,296.4,307.4,1512.0,36.8,46.0,296.2,307.3,1475.0,37.0,44.0,296.29999999999995,93.36130533220647
1029,L48208,L,296.3,307.4,1472,39.9,51,0,0,0,0,0,0,M01,2025-02-12 20:00:00,296.3,307.4,1335.0,50.5,48.0,296.4,307.4,1512.0,36.8,46.0,296.3333333333333,92.82420661300308
1030,M15889,M,296.2,307.3,1477,35.2,53,0,0,0,0,0,0,M01,2025-02-12 21:00:00,296.3,307.4,1472.0,39.9,51.0,296.3,307.4,1335.0,50.5,48.0,296.26666666666665,80.57915363169407
1031,L48210,L,296.3,307.4,1760,28.4,56,0,0,0,0,0,0,M01,2025-02-12 22:00:00,296.2,307.3,1477.0,35.2,53.0,296.3,307.4,1472.0,39.9,51.0,296.2666666666667,164.85245928809638
1032,L48211,L,296.4,307.5,1549,36.1,58,0,0,0,0,0,0,M01,2025-02-12 23:00:00,296.3,307.4,1760.0,28.4,56.0,296.2,307.3,1477.0,35.2,53.0,296.3,147.07934366638122
1033,L48212,L,296.3,307.4,1648,34.0,60,0,0,0,0,0,0,M01,2025-02-13 00:00:00,296.4,307.5,1549.0,36.1,58.0,296.3,307.4,1760.0,28.4,56.0,296.3333333333333,105.56672455529478
1034,H30447,H,296.4,307.5,1556,38.0,62,0,0,0,0,0,0,M01,2025-02-13 01:00:00,296.3,307.4,1648.0,34.0,60.0,296.4,307.5,1549.0,36.1,58.0,296.3666666666666,55.24792605459023
1035,M15894,M,296.3,307.4,1958,19.1,67,0,0,0,0,0,0,M01,2025-02-13 02:00:00,296.4,307.5,1556.0,38.0,62.0,296.3,307.4,1648.0,34.0,60.0,296.3333333333333,210.62130313273977
1036,L48215,L,296.4,307.4,1403,48.4,70,0,0,0,0,0,0,M01,2025-02-13 03:00:00,296.3,307.4,1958.0,19.1,67.0,296.4,307.5,1556.0,38.0,62.0,296.3666666666667,286.658333212206
